actual_price,predicted_price,error
450000.0,567390.578,-117390.57799999998
260000.0,238777.77,21222.23000000001
1129575.0,1020565.496,109009.50399999996
480000.0,638192.854,-158192.85400000005
270000.0,350486.828,-80486.82799999998
1129575.0,1000531.102,129043.89800000004
250000.0,267059.62,-17059.619999999995
650000.0,438041.042,211958.95799999998
589950.0,424240.0,165710.0
743700.0,719061.882,24638.118000000017
1129575.0,1125438.15,4136.850000000093
316000.0,314631.192,1368.808000000019
235867.0,243093.234,-7226.233999999997
716000.0,591946.938,124053.06200000003
683000.0,748883.548,-65883.54799999995
345000.0,525873.084,-180873.08400000003
270000.0,313508.68,-43508.67999999999
239000.0,231346.07,7653.929999999993
385195.0,320646.632,64548.36800000002
273000.0,300566.146,-27566.146000000008
476900.0,435473.908,41426.092000000004
551000.0,531689.404,19310.59600000002
448000.0,412603.966,35396.033999999985
411100.0,490629.686,-79529.68599999999
223000.0,216699.322,6300.678000000014
335500.0,444225.152,-108725.152
730000.0,817107.548,-87107.54799999995
197200.0,214846.27133333334,-17646.271333333338
725000.0,824397.53,-99397.53000000003
342500.0,346005.314,-3505.314000000013
340000.0,383513.076,-43513.076
418000.0,504703.16,-86703.15999999997
410000.0,444521.748,-34521.74800000002
240000.0,322352.186,-82352.18599999999
800000.0,827364.376,-27364.376000000047
275000.0,288772.758,-13772.757999999973
617950.0,601124.138,16825.861999999965
396000.0,369997.932,26002.06800000003
309000.0,310387.76,-1387.7600000000093
1129575.0,1042754.41,86820.58999999997
572500.0,630041.48,-57541.47999999998
518500.0,537220.308,-18720.30799999996
710000.0,722196.484,-12196.484000000055
600000.0,673419.064,-73419.06400000001
467000.0,414831.746,52168.254000000015
309000.0,225232.354,83767.64600000001
362500.0,372219.526,-9719.526000000013
390000.0,380543.178,9456.821999999986
208417.0,183789.75,24627.25
340000.0,450657.894,-110657.89399999997
467500.0,511483.57,-43983.57000000001
829000.0,817907.29,11092.709999999963
959750.0,858180.042,101569.95799999998
542000.0,565795.452,-23795.45200000005
1129575.0,1102484.599,27090.40100000007
575000.0,784155.242,-209155.24199999997
690000.0,777816.646,-87816.64599999995
699950.0,598988.856,100961.14399999997
408500.0,378963.512,29536.488000000012
595000.0,630718.554,-35718.554000000004
313000.0,372327.546,-59327.54599999997
781000.0,707112.796,73887.20400000003
371000.0,421945.204,-50945.20400000003
268000.0,257385.244,10614.755999999994
331000.0,331609.421,-609.420999999973
321000.0,330403.8,-9403.799999999988
375000.0,358939.322,16060.678000000014
298000.0,214795.135,83204.86499999999
209500.0,288193.776,-78693.77600000001
440000.0,563228.53,-123228.53000000003
350000.0,370717.698,-20717.697999999975
618000.0,812759.424,-194759.424
320000.0,362286.74,-42286.73999999999
234950.0,276358.944,-41408.94400000002
665000.0,634837.43,30162.56999999995
500000.0,392324.226,107675.77399999998
575000.0,370623.008,204376.99200000003
320000.0,261023.434,58976.56599999999
464000.0,538976.004,-74976.00399999996
280000.0,246433.67,33566.32999999999
350000.0,352179.1,-2179.0999999999767
249000.0,278005.776,-29005.776000000013
531000.0,477507.434,53492.56599999999
472800.0,544625.68,-71825.68000000005
710000.0,677905.438,32094.562000000034
580000.0,832801.88,-252801.88
330000.0,382475.06,-52475.06
174950.0,177128.37,-2178.3699999999953
565000.0,546201.538,18798.462000000058
534000.0,562471.88,-28471.880000000005
503500.0,496401.328,7098.6720000000205
235000.0,212797.84,22202.160000000003
558000.0,832708.06,-274708.06000000006
966000.0,931057.704,34942.29599999997
1129575.0,883277.003,246297.99699999997
310000.0,316797.378,-6797.378000000026
535000.0,518972.724,16027.276000000013
432000.0,447470.62,-15470.619999999995
1129575.0,1122644.498,6930.502000000095
675000.0,587962.18,87037.81999999995
337000.0,415779.034,-78779.03399999999
410000.0,468455.332,-58455.331999999995
320000.0,302572.442,17427.55800000002
585000.0,589667.206,-4667.206000000006
835000.0,984134.748,-149134.74800000002
863000.0,930909.472,-67909.47199999995
320000.0,381979.768,-61979.76799999998
613000.0,591208.23,21791.77000000002
180000.0,278254.636,-98254.636
560000.0,606565.382,-46565.38199999998
530000.0,753288.902,-223288.902
347000.0,321358.804,25641.195999999996
260000.0,267650.486,-7650.485999999975
585000.0,511284.32,73715.68
440000.0,436032.08,3967.9199999999837
305000.0,362344.67,-57344.669999999984
650500.0,719680.23,-69180.22999999998
590000.0,602636.52,-12636.520000000019
245000.0,311481.688,-66481.68800000002
329999.0,449985.698,-119986.69799999997
470000.0,486437.496,-16437.495999999985
1129575.0,1107885.15,21689.850000000093
580000.0,563994.552,16005.447999999975
745000.0,732650.756,12349.243999999948
350000.0,296725.063,53274.936999999976
515000.0,565566.962,-50566.96200000006
756100.0,584057.79,172042.20999999996
472500.0,538342.718,-65842.718
900000.0,959579.28,-59579.28000000003
895000.0,830886.44,64113.560000000056
255000.0,356202.792,-101202.79200000002
380000.0,339363.6,40636.40000000002
265000.0,263259.408,1740.5920000000042
728000.0,707722.668,20277.332000000053
194000.0,200026.625,-6026.625
300000.0,332527.732,-32527.732000000018
216650.0,280779.88,-64129.880000000005
223990.0,216148.746,7841.253999999986
220000.0,294062.53,-74062.53000000003
1129575.0,1115114.1,14460.899999999907
310000.0,389000.0,-79000.0
360000.0,361506.724,-1506.7239999999874
635000.0,522433.746,112566.25400000002
599950.0,678897.598,-78947.598
220000.0,334194.694,-114194.69400000002
372000.0,370457.018,1542.9820000000182
332900.0,329122.172,3777.8279999999795
380000.0,407008.21,-27008.21000000002
471000.0,560618.548,-89618.54799999995
1129575.0,960365.416,169209.58400000003
684000.0,703462.906,-19462.90599999996
750000.0,698554.166,51445.83400000003
612125.0,555237.268,56887.73199999996
455500.0,460282.152,-4782.152000000002
330000.0,514167.71,-184167.71000000002
654000.0,581179.826,72820.174
323000.0,332959.658,-9959.657999999996
315000.0,312500.0,2500.0
392000.0,325303.444,66696.55599999998
782000.0,941051.828,-159051.82799999998
298500.0,288034.536,10465.463999999978
1129575.0,1122058.75,7516.25
374000.0,370687.402,3312.597999999998
850000.0,762682.25,87317.75
785000.0,846991.0,-61991.0
615000.0,632935.778,-17935.77800000005
599832.0,609785.078,-9953.07799999998
1075000.0,857669.35,217330.65000000002
226000.0,264309.684,-38309.68400000001
421500.0,443224.506,-21724.505999999994
406550.0,560118.222,-153568.22199999995
360000.0,405195.23,-45195.22999999998
520000.0,509022.06,10977.940000000002
329950.0,348059.744,-18109.744000000006
550000.0,618645.538,-68645.53799999994
425000.0,444615.836,-19615.83600000001
1129575.0,1116479.81,13095.189999999944
185000.0,193983.824,-8983.823999999993
345000.0,342423.34,2576.6599999999744
585000.0,556025.338,28974.66200000001
325000.0,424159.726,-99159.72600000002
220000.0,249518.736,-29518.736000000004
716100.0,680378.09,35721.91000000003
313999.0,304869.95,9129.049999999988
450000.0,491498.798,-41498.79800000001
380000.0,375953.14,4046.859999999986
572000.0,597884.14,-25884.140000000014
343888.0,336309.41,7578.590000000026
474950.0,621004.534,-146054.53399999999
410000.0,422500.102,-12500.102000000014
295000.0,331348.534,-36348.533999999985
635000.0,554214.95,80785.05000000005
275000.0,450515.084,-175515.08399999997
185000.0,192352.78,-7352.779999999999
239000.0,247512.906,-8512.905999999988
840000.0,727878.102,112121.89800000004
644000.0,696689.034,-52689.033999999985
515000.0,469442.0,45558.0
276200.0,220039.198,56160.801999999996
400000.0,452849.15,-52849.15000000002
769900.0,733579.908,36320.091999999946
585000.0,587598.214,-2598.2140000000363
570000.0,543258.924,26741.076
490000.0,397453.642,92546.35800000001
587100.0,630497.46,-43397.45999999996
329900.0,375234.778,-45334.77799999999
725000.0,750667.392,-25667.391999999993
445000.0,438858.314,6141.685999999987
380000.0,428669.218,-48669.21799999999
255000.0,259193.59333333335,-4193.593333333352
355000.0,409175.462,-54175.462
285000.0,255047.46,29952.540000000008
1050000.0,779689.822,270310.17799999996
749400.0,857897.24,-108497.23999999999
1129575.0,1070168.992,59406.007999999914
950000.0,937668.804,12331.195999999996
264500.0,269112.599,-4612.598999999987
1129575.0,902274.012,227300.988
199950.0,248987.54,-49037.54000000001
969950.0,959354.0,10596.0
405000.0,377171.034,27828.966000000015
322500.0,317784.44,4715.559999999998
425000.0,547124.964,-122124.96400000004
275000.0,311637.638,-36637.63799999998
181000.0,231889.006,-50889.005999999994
475000.0,458551.046,16448.954000000027
376950.0,374452.584,2497.4160000000265
476000.0,761508.838,-285508.838
480000.0,408199.624,71800.37599999999
229000.0,283641.556,-54641.55599999998
226950.0,199793.318,27156.682
669888.0,614233.724,55654.275999999954
555750.0,326900.416,228849.58399999997
280000.0,294595.996,-14595.995999999985
315000.0,289518.12,25481.880000000005
499950.0,429929.6,70020.40000000002
453000.0,362167.91,90832.09000000003
700000.0,653497.626,46502.37399999995
347500.0,320797.348,26702.652000000002
600000.0,1068447.2,-468447.19999999995
286000.0,228043.575,57956.42499999999
1129575.0,1129575.0,0.0
580000.0,574327.44,5672.560000000056
630000.0,575641.486,54358.51399999997
730000.0,452000.0,278000.0
1129575.0,824010.38,305564.62
850000.0,881588.52,-31588.52000000002
410000.0,493799.65,-83799.65000000002
325000.0,354155.354,-29155.353999999992
596500.0,535409.526,61090.474000000046
1020000.0,901828.436,118171.56400000001
180250.0,217037.221,-36787.22099999999
528000.0,457339.078,70660.92200000002
405500.0,392236.512,13263.488000000012
1129575.0,928428.822,201146.17799999996
230000.0,244432.794,-14432.793999999994
789000.0,817963.926,-28963.925999999978
527950.0,566695.834,-38745.83400000003
688000.0,818970.562,-130970.56200000003
1057000.0,643759.554,413240.446
999999.0,976136.15,23862.849999999977
355000.0,377284.404,-22284.40399999998
1129575.0,1018393.36,111181.64000000001
254600.0,289092.456,-34492.456000000006
630000.0,667804.7,-37804.69999999995
670000.0,751113.496,-81113.49600000004
319950.0,275931.502,44018.49800000002
550000.0,655535.806,-105535.80599999998
250000.0,258007.722,-8007.722000000009
1129575.0,950769.82,178805.18000000005
324950.0,303452.75,21497.25
477000.0,488289.986,-11289.985999999975
531500.0,476573.996,54926.004000000015
610000.0,587907.17,22092.829999999958
443000.0,513140.609,-70140.609
385000.0,506455.974,-121455.97399999999
320000.0,311155.39,8844.609999999986
237000.0,244821.87,-7821.869999999995
865000.0,792471.636,72528.36399999994
239900.0,245870.044,-5970.043999999994
555000.0,430541.094,124458.90600000002
435000.0,503930.6,-68930.59999999998
582000.0,593964.088,-11964.087999999989
450000.0,777728.702,-327728.70200000005
502000.0,389300.186,112699.81400000001
430000.0,437723.582,-7723.581999999995
277000.0,302254.54,-25254.53999999998
467000.0,358249.05,108750.95000000001
530000.0,575260.948,-45260.947999999975
490000.0,519322.343,-29322.342999999993
499950.0,499000.0,950.0
515000.0,602333.115,-87333.11499999999
280000.0,389814.148,-109814.14799999999
618000.0,587688.994,30311.006000000052
405000.0,491347.356,-86347.35600000003
551000.0,604328.72,-53328.71999999997
241450.0,332465.17,-91015.16999999998
265000.0,272316.821,-7316.820999999996
1129575.0,997710.46,131864.54000000004
720000.0,822518.8,-102518.80000000005
450500.0,384366.374,66133.62599999999
325000.0,304984.569,20015.430999999982
475000.0,392153.956,82846.044
713000.0,749664.45,-36664.44999999995
320000.0,283289.66,36710.340000000026
365000.0,487218.231,-122218.23100000003
380000.0,438521.154,-58521.15399999998
569950.0,572319.03,-2369.030000000028
630000.0,586680.934,43319.06599999999
349950.0,297359.838,52590.16200000001
344000.0,374333.192,-30333.19199999998
473000.0,485054.454,-12054.454000000027
365000.0,423926.88,-58926.880000000005
510000.0,551865.582,-41865.58200000005
530000.0,605006.658,-75006.65800000005
107000.0,232900.0,-125900.0
331000.0,364392.056,-33392.05599999998
629800.0,639259.888,-9459.888000000035
579000.0,516091.17,62908.830000000016
970000.0,800786.314,169213.686
460500.0,422363.174,38136.826
370000.0,411427.832,-41427.831999999995
567035.0,450525.575,116509.42499999999
220000.0,263610.974,-43610.97399999999
795000.0,762611.922,32388.07799999998
400000.0,438300.488,-38300.48800000001
470950.0,594303.556,-123353.55599999998
220000.0,361370.63,-141370.63
691500.0,656783.426,34716.57400000002
526000.0,550378.932,-24378.93200000003
300000.0,267498.296,32501.704000000027
605000.0,683547.604,-78547.60400000005
700000.0,489144.864,210855.136
1000000.0,865543.942,134456.05799999996
377500.0,387090.134,-9590.13400000002
674000.0,642294.188,31705.812000000034
599000.0,568001.962,30998.037999999942
680000.0,571085.008,108914.99199999997
580000.0,585579.632,-5579.631999999983
390000.0,482887.516,-92887.516
262500.0,233506.55,28993.45000000001
765000.0,773646.106,-8646.106000000029
296000.0,338408.024,-42408.023999999976
515000.0,583400.858,-68400.85800000001
267950.0,152500.0,115450.0
291700.0,359127.552,-67427.55200000003
338000.0,345892.242,-7892.2420000000275
359950.0,408807.694,-48857.69400000002
1129575.0,1117392.51,12182.48999999999
360000.0,459606.064,-99606.06400000001
675000.0,901885.212,-226885.21200000006
530000.0,545180.45,-15180.449999999953
219950.0,195373.37,24576.630000000005
598500.0,578161.436,20338.564000000013
470000.0,454911.3,15088.700000000012
290000.0,383664.085,-93664.08500000002
861000.0,749601.954,111398.04599999997
369000.0,355779.818,13220.181999999972
925000.0,812827.744,112172.25600000005
295000.0,382134.012,-87134.01199999999
385000.0,325085.942,59914.05800000002
390000.0,438863.936,-48863.93599999999
629000.0,571623.506,57376.49399999995
1129575.0,1062178.16,67396.84000000008
462500.0,506187.65,-43687.65000000002
1129575.0,1039391.326,90183.674
535000.0,543474.846,-8474.84600000002
448000.0,466693.568,-18693.56800000003
525000.0,623885.392,-98885.39199999999
1061600.0,837616.976,223983.02399999998
333000.0,448063.812,-115063.81199999998
639900.0,698788.49,-58888.48999999999
410000.0,451560.948,-41560.947999999975
397500.0,390903.04,6596.960000000021
955000.0,1004756.874,-49756.87399999995
455000.0,476112.568,-21112.56800000003
409500.0,514198.96,-104698.96000000002
265000.0,305452.105,-40452.10499999998
438600.0,397320.194,41279.80599999998
310000.0,374210.764,-64210.764000000025
300000.0,325659.866,-25659.86599999998
175000.0,195722.598,-20722.597999999998
205500.0,236958.598,-31458.597999999998
375000.0,356359.722,18640.27799999999
355000.0,373984.392,-18984.391999999993
250000.0,391338.534,-141338.53399999999
455000.0,491526.75,-36526.75
819000.0,623053.262,195946.738
199500.0,256519.971,-57019.97099999999
862000.0,742574.04,119425.95999999996
400000.0,419532.194,-19532.194000000018
700000.0,680900.38,19099.619999999995
672000.0,738684.6,-66684.59999999998
575000.0,557220.34,17779.660000000033
615000.0,580723.542,34276.457999999984
1129575.0,1006322.46,123252.54000000004
397000.0,342134.494,54865.505999999994
869000.0,796990.824,72009.17599999998
355000.0,341352.9,13647.099999999977
575000.0,510688.716,64311.283999999985
346000.0,382029.982,-36029.98200000002
530000.0,375239.986,154760.01400000002
449500.0,401020.016,48479.984
435000.0,426062.12,8937.880000000005
635000.0,582747.898,52252.101999999955
332500.0,333125.834,-625.8339999999735
550000.0,635737.528,-85737.52800000005
720000.0,642200.326,77799.674
1085000.0,851876.652,233123.348
418000.0,427234.202,-9234.20199999999
495000.0,527644.048,-32644.04799999995
1129575.0,921572.9,208002.09999999998
734990.0,697659.76,37330.23999999999
980000.0,883167.94,96832.06000000006
737000.0,707371.972,29628.02800000005
364950.0,338602.122,26347.878000000026
890000.0,736762.274,153237.72600000002
466000.0,435398.832,30601.168000000005
225000.0,215073.83,9926.170000000013
420000.0,315009.68,104990.32
215000.0,302000.0,-87000.0
270000.0,294810.738,-24810.738000000012
778000.0,596636.142,181363.858
650000.0,528419.436,121580.56400000001
325000.0,324398.596,601.4039999999804
550000.0,603666.318,-53666.31799999997
291000.0,260723.39,30276.609999999986
437000.0,544232.628,-107232.62800000003
255500.0,273452.57,-17952.570000000007
875000.0,936850.72,-61850.71999999997
450000.0,521652.696,-71652.696
725000.0,685123.506,39876.49399999995
386500.0,412250.448,-25750.447999999975
985000.0,991958.95,-6958.949999999953
419700.0,429061.614,-9361.614000000001
165000.0,229647.278,-64647.27799999999
408000.0,292219.038,115780.962
340000.0,326000.0,14000.0
962800.0,864371.732,98428.26800000004
557000.0,565549.098,-8549.097999999998
775000.0,856080.45,-81080.44999999995
520000.0,539452.144,-19452.14399999997
385000.0,345361.672,39638.32799999998
1129575.0,968408.336,161166.664
190000.0,274802.895,-84802.89500000002
1129575.0,889164.08,240410.92000000004
555000.0,534761.25,20238.75
250000.0,336049.024,-86049.02399999998
1129575.0,1068700.58,60874.419999999925
530000.0,696226.591,-166226.59100000001
250000.0,278664.808,-28664.80800000002
518000.0,635965.001,-117965.00100000005
450000.0,345756.512,104243.48800000001
562500.0,619709.952,-57209.95200000005
1129575.0,1079570.932,50004.06799999997
282000.0,280882.634,1117.36599999998
302282.0,457389.156,-155107.15600000002
267000.0,301465.266,-34465.266
275000.0,309937.542,-34937.542000000016
248000.0,229973.882,18026.117999999988
750000.0,773392.76,-23392.76000000001
445000.0,411272.694,33727.30599999998
550000.0,255500.154,294499.846
545000.0,556587.372,-11587.371999999974
549000.0,500435.448,48564.552000000025
185900.0,171824.576,14075.423999999999
730000.0,818852.844,-88852.84400000004
225000.0,238363.154,-13363.15400000001
657500.0,650060.691,7439.309000000008
265000.0,233432.771,31567.228999999992
630000.0,675230.76,-45230.76000000001
490000.0,540217.424,-50217.424
384900.0,367372.352,17527.647999999986
799990.0,759485.426,40504.57400000002
252500.0,267668.66,-15168.659999999974
380000.0,352642.244,27357.755999999994
245000.0,285804.698,-40804.697999999975
378000.0,303012.635,74987.36499999999
389000.0,415626.634,-26626.63400000002
343000.0,421400.03,-78400.03000000003
742000.0,633447.964,108552.03599999996
400000.0,426634.21,-26634.21000000002
625000.0,647286.709,-22286.70900000003
630000.0,750862.36,-120862.35999999999
299500.0,328424.708,-28924.707999999984
229800.0,313364.024,-83564.02399999998
395000.0,365574.848,29425.152000000002
225000.0,244884.38,-19884.380000000005
310000.0,364379.9,-54379.90000000002
330000.0,296573.941,33426.05900000001
280000.0,381973.034,-101973.03399999999
415000.0,398559.61,16440.390000000014
752888.0,781362.362,-28474.361999999965
300000.0,299924.158,75.84200000000419
200000.0,227062.64,-27062.640000000014
406500.0,552856.962,-146356.96200000006
468000.0,450889.612,17110.387999999977
1050000.0,989859.502,60140.49800000002
960000.0,852780.948,107219.05200000003
865000.0,853875.658,11124.341999999946
395000.0,352963.836,42036.16399999999
470000.0,485901.3,-15901.299999999988
517000.0,379153.014,137846.98599999998
1000000.0,670036.15,329963.85
110000.0,162262.19,-52262.19
405000.0,347784.994,57215.005999999994
249950.0,247962.705,1987.2950000000128
410000.0,409396.662,603.3379999999888
385000.0,314547.315,70452.685
349000.0,300981.33,48018.669999999984
540000.0,496408.444,43591.55599999998
657000.0,736893.978,-79893.978
250000.0,221413.102,28586.897999999986
350000.0,453139.39,-103139.39000000001
352450.0,378857.758,-26407.757999999973
375000.0,440934.964,-65934.96399999998
275000.0,267847.85,7152.150000000023
322500.0,312597.38,9902.619999999995
385100.0,340824.138,44275.86200000002
395000.0,514597.274,-119597.27399999998
750000.0,652025.232,97974.76800000004
1085000.0,924459.048,160540.95200000005
597000.0,569810.2493333332,27189.750666666776
1129575.0,1106559.552,23015.44800000009
703300.0,683250.75,20049.25
1129575.0,919714.192,209860.80799999996
698000.0,635410.934,62589.06599999999
340000.0,317686.14,22313.859999999986
750000.0,621116.478,128883.522
1129575.0,1044323.79,85251.20999999996
615000.0,613019.918,1980.082000000053
320000.0,315312.208,4687.792000000016
290000.0,264177.718,25822.282000000007
374950.0,422092.458,-47142.457999999984
1100000.0,769039.194,330960.806
550000.0,443357.896,106642.10399999999
390000.0,556794.57,-166794.56999999995
467000.0,454278.264,12721.735999999975
552250.0,543611.522,8638.478000000003
235000.0,226300.392,8699.608000000007
750000.0,550440.698,199559.30200000003
627000.0,513227.141,113772.859
883000.0,891534.534,-8534.533999999985
785000.0,791921.662,-6921.662000000011
457000.0,526235.26,-69235.26000000001
367500.0,383989.398,-16489.397999999986
625000.0,711438.804,-86438.804
402500.0,360550.948,41949.052000000025
755000.0,757590.836,-2590.8360000000102
380000.0,432616.374,-52616.37400000001
238000.0,228512.628,9487.372000000003
848000.0,771164.925,76835.07499999995
358000.0,433421.536,-75421.53600000002
440000.0,473295.864,-33295.864
250000.0,374951.228,-124951.228
1129575.0,1119719.31,9855.689999999944
495000.0,524070.262,-29070.261999999988
660000.0,638624.21,21375.790000000037
755000.0,703057.096,51942.90399999998
600000.0,612290.032,-12290.032000000007
461500.0,577172.828,-115672.82799999998
275000.0,255741.84,19258.160000000003
195000.0,295874.76,-100874.76000000001
315000.0,300228.3,14771.700000000012
1129575.0,1038714.35,90860.65000000002
353000.0,385469.52,-32469.52000000002
390000.0,461334.072,-71334.07199999999
657500.0,815949.53,-158449.53000000003
495000.0,367454.064,127545.93599999999
450000.0,432680.33,17319.669999999984
427000.0,442410.942,-15410.94199999998
1040000.0,1082456.43,-42456.429999999935
700000.0,615190.792,84809.20799999998
894000.0,868735.174,25264.826
770000.0,821431.824,-51431.82400000002
412500.0,479052.766,-66552.766
899000.0,784750.914,114249.08600000001
555000.0,621188.022,-66188.022
400000.0,599000.0,-199000.0
330000.0,356899.558,-26899.55800000002
700000.0,628222.184,71777.81599999999
500000.0,478114.01,21885.98999999999
385000.0,449066.398,-64066.39799999999
840000.0,645937.342,194062.65800000005
230500.0,149876.689,80623.31099999999
563250.0,524256.172,38993.82799999998
523950.0,503881.9,20068.099999999977
227064.0,420051.922,-192987.92200000002
616500.0,603995.03,12504.969999999972
670000.0,649038.878,20961.121999999974
210000.0,310815.048,-100815.04800000001
335000.0,242814.408,92185.592
151100.0,251000.0,-99900.0
374950.0,379712.258,-4762.2579999999725
840000.0,679255.936,160744.064
640000.0,668945.864,-28945.863999999943
335000.0,306393.4,28606.599999999977
210000.0,337566.71,-127566.71000000002
452250.0,496284.51,-44034.51000000001
162000.0,259084.47,-97084.47
968000.0,926782.81,41217.189999999944
252500.0,365040.606,-112540.60600000003
265800.0,347169.766,-81369.766
300000.0,272988.336,27011.66399999999
398950.0,397660.65,1289.3499999999767
865000.0,613247.874,251752.12600000005
378000.0,385847.59,-7847.590000000026
1129575.0,989985.262,139589.738
1129575.0,976850.828,152724.17200000002
890000.0,1010623.6,-120623.59999999998
275000.0,265369.236,9630.764000000025
542500.0,570434.522,-27934.521999999997
411000.0,508210.952,-97210.95199999999
337500.0,250803.836,86696.16399999999
365000.0,372109.166,-7109.1660000000265
416000.0,471073.956,-55073.956000000006
230000.0,234210.44,-4210.440000000002
290500.0,496556.07,-206056.07
367899.0,369946.0,-2047.0
700000.0,371388.022,328611.978
534000.0,509574.738,24425.261999999988
317000.0,312780.95,4219.049999999988
845000.0,657972.034,187027.96600000001
579000.0,586376.154,-7376.15399999998
525126.0,551154.832,-26028.832000000053
1001000.0,737593.6,263406.4
250000.0,314256.434,-64256.43400000001
565000.0,728878.52,-163878.52000000002
700000.0,552009.142,147990.858
316000.0,311016.336,4983.66399999999
557500.0,554061.216,3438.783999999985
207500.0,217815.017,-10315.016999999993
465000.0,440729.174,24270.826
853800.0,908591.07,-54791.06999999995
1129575.0,935521.594,194053.40599999996
469000.0,456239.896,12760.103999999992
220000.0,231066.574,-11066.573999999993
332000.0,290049.108,41950.89199999999
720000.0,859521.4,-139521.40000000002
795000.0,953138.122,-158138.12199999997
240000.0,312727.26,-72727.26000000001
280000.0,330638.844,-50638.84399999998
330000.0,367492.866,-37492.86599999998
375000.0,393373.25,-18373.25
1129575.0,1039462.5,90112.5
152500.0,152202.69,297.3099999999977
256000.0,222368.956,33631.043999999994
182500.0,190856.57,-8356.570000000007
485500.0,509911.8613333333,-24411.861333333305
362000.0,375941.168,-13941.168000000005
675000.0,678323.328,-3323.3279999999795
1129575.0,976549.152,153025.848
462000.0,433030.376,28969.62400000001
219000.0,304276.26,-85276.26000000001
725000.0,722408.626,2591.3739999999525
315000.0,356488.818,-41488.81800000003
695000.0,695573.764,-573.7639999999665
560000.0,573003.91,-13003.910000000033
560000.0,459552.96,100447.03999999998
649000.0,525274.618,123725.38199999998
620000.0,587728.458,32271.542000000016
246500.0,231469.052,15030.948000000004
548000.0,479912.156,68087.84399999998
496600.0,535574.762,-38974.76199999999
315000.0,423956.916,-108956.91600000003
