price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sale_year,sale_month,total_sqft,basement_ratio,house_age,renovated,years_since_renovation,price_log
385000.0,4,1.75,1620,4980,1.0,0,0,4,7,860,760,1947,0,98133,47.7025,-122.341,1400,4980,2014,5,1620,0.4691358024691358,67,0,0,12.861001210669146
2000000.0,3,2.75,3050,44867,1.0,0,4,3,9,2330,720,1968,0,98040,47.5316,-122.233,4110,20336,2014,8,3050,0.2360655737704918,46,0,0,14.508658238524095
285000.0,5,2.5,2270,6300,2.0,0,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,2014,7,2270,0.0,19,0,0,12.560247968016562
252700.0,2,1.5,1070,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,2014,5,1070,0.0,29,0,0,12.43996225063003
329000.0,3,2.25,2450,6500,2.0,0,0,4,8,2450,0,1985,0,98030,47.3739,-122.172,2200,6865,2014,11,2450,0.0,29,0,0,12.703816069256568
233000.0,3,2.0,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,2014,11,1710,0.0,73,0,0,12.358798024384122
937000.0,3,1.75,2450,2691,2.0,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,2014,6,2450,0.2857142857142857,99,0,0,13.75043962845585
667000.0,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,2014,12,1400,0.0,105,0,0,13.410546824147012
438000.0,3,1.75,1520,6380,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,2014,6,1520,0.48026315789473684,66,0,0,12.989976472461
719000.0,4,2.5,2570,7173,2.0,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,2015,3,2570,0.0,10,0,0,13.4856180275228
580500.0,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,2014,11,2320,0.0,11,0,0,13.271646802771485
280000.0,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,2014,12,1190,0.0,9,0,0,12.54254845357358
687500.0,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,2014,6,2330,0.351931330472103,85,0,0,13.44081856306726
535000.0,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,2014,11,1090,0.0,85,0,0,13.190023895035274
322500.0,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,2014,12,2060,0.3786407766990291,33,0,0,12.683861515988351
696000.0,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,2014,6,2300,0.34347826086956523,84,1,12,13.453106376097134
550000.0,4,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,2014,5,1660,0.4397590361445783,81,0,0,13.217675375388819
640000.0,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,2014,12,2360,0.0,110,0,0,13.369225017834633
240000.0,4,1.0,1220,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,2015,2,1220,0.27049180327868855,46,0,0,12.388398368982115
605000.0,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,2014,6,2620,0.0,18,0,0,13.312985389904174
625000.0,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,2014,7,2570,0.0,14,0,0,13.345508528717259
775000.0,4,2.25,4220,24186,1.0,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,2014,8,4220,0.38388625592417064,30,0,0,13.560619598657233
861990.0,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,2014,7,3595,0.0,0,0,0,13.667000108756058
685000.0,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,2014,10,1570,0.0,92,0,0,13.437175577097312
309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,2014,7,1280,0.28125,55,0,0,12.6410997921206
488000.0,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,2014,7,3160,0.0,11,0,0,13.098072734013513
210490.0,3,1.0,990,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,2015,3,990,0.0,49,0,0,12.257198175846119
785000.0,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,2014,7,2290,0.0,33,0,0,13.573440270649085
450000.0,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,2015,4,1250,0.0,62,0,0,13.017005083966255
1350000.0,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,2015,3,2753,0.21358517980385033,62,0,0,14.115615891155079
228000.0,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,2014,9,1190,0.0,59,0,0,12.337105293891872
345000.0,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,2015,2,3150,0.4793650793650794,49,0,0,12.75130259456002
600000.0,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,2014,12,1410,0.2907801418439716,64,0,0,13.304686600863562
585000.0,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,2015,2,1980,0.5,34,0,0,13.279368835614243
920000.0,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,2015,3,2730,0.21978021978021978,88,0,0,13.732130035981154
885000.0,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,2014,5,2830,0.0,19,0,0,13.69334405393293
292500.0,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,2014,8,2250,0.0,6,0,0,12.586223364451623
301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,2015,4,2420,0.0,12,0,0,12.614868865984631
951000.0,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,2014,8,3250,0.0,46,0,0,13.765270393051685
430000.0,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,2015,2,1850,0.0,24,0,0,12.971542813248437
650000.0,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,2014,12,2150,0.26046511627906976,55,0,0,13.384729180332174
289000.0,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,2014,8,1260,0.0,60,0,0,12.574185427296195
505000.0,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,2014,10,2519,0.0,41,0,0,13.132315688453556
549000.0,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,2014,12,1540,0.0,0,0,0,13.215855541983634
425000.0,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,2014,6,1660,0.3313253012048193,35,0,0,12.959846800844963
317625.0,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,2014,11,2770,0.36101083032490977,89,0,0,12.668629868984294
975000.0,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,2014,9,2720,0.0,25,0,0,13.790193775620484
287000.0,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,2014,10,2240,0.0,9,0,0,12.567240979056246
204000.0,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,2014,8,1000,0.0,46,0,0,12.225880174775122
1325000.0,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,2014,6,3200,0.5,49,0,0,14.096923772119156
1040000.0,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,2014,9,4770,0.35639412997903563,41,0,0,13.854732232655556
325000.0,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,2015,1,1260,0.0,43,0,0,12.691583538230217
571000.0,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,2014,6,2750,0.18181818181818182,98,0,0,13.255146239950099
360000.0,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,2014,7,2380,0.0,9,0,0,12.793862088206213
349000.0,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,2015,3,1790,0.39106145251396646,50,0,0,12.762830066509972
832500.0,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,2014,11,3430,0.3032069970845481,28,0,0,13.632189702037216
380000.0,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,2014,10,1760,0.5,58,0,0,12.847929163278053
480000.0,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,2015,4,1040,0.0,74,0,0,13.081543466215237
410000.0,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,2014,6,1410,0.3546099290780142,58,0,0,12.923914877701906
720000.0,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,2015,3,3450,0.0,13,0,0,13.487007879880162
390000.0,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,2014,12,2350,0.0,11,0,0,12.873904582205107
360000.0,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,2014,12,1900,0.0,22,0,0,12.793862088206213
355000.0,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,2014,10,2020,0.5,66,0,0,12.779875885354993
356000.0,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,2015,1,1680,0.0,51,0,0,12.782688818818986
315000.0,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,2014,6,960,0.0,62,0,0,12.660331092405906
940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,2014,11,2140,0.11214953271028037,89,0,0,13.753636218075409
305000.0,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,2014,11,2660,0.0,53,0,0,12.628070334272698
461000.0,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,2014,6,2770,0.2851985559566787,8,0,0,13.04115549117383
215000.0,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,2014,5,1610,0.0,35,0,0,12.278397958261774
335000.0,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,2014,9,1030,0.25728155339805825,8,0,0,12.721888795877375
243500.0,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,2014,5,1980,0.0,26,0,0,12.40287632827253
1099880.0,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,2015,3,3520,0.0,14,0,0,13.910712550098342
153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,2015,2,1200,0.0,53,0,0,11.938199736300925
430000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,2014,7,1580,0.18354430379746836,75,0,0,12.971542813248437
700000.0,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,2014,12,1580,0.18354430379746836,75,0,0,13.45883704259595
905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,2014,9,3300,0.27575757575757576,68,1,23,13.715691327653829
247500.0,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,2015,3,1960,0.0,48,0,0,12.419169901386761
199000.0,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,2014,9,1160,0.0,39,0,0,12.201065128819632
314000.0,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,2014,7,1810,0.3314917127071823,34,0,0,12.657151449598695
437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,2014,5,2320,0.0,22,0,0,12.988834270491479
850830.0,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,2014,6,2070,0.3864734299516908,104,0,0,13.653968797939685
555000.0,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,2014,10,1980,0.2727272727272727,85,0,0,13.22672519452875
699950.0,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,2014,12,2190,0.0,31,0,0,13.458765611575428
1088000.0,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,2014,10,2920,0.0,64,1,4,13.89985262551525
290000.0,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,2014,9,1210,0.0,60,0,0,12.577639650232573
375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,2015,4,2340,0.37606837606837606,37,0,0,12.834683971615659
460000.0,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,2014,5,1670,0.2994011976047904,75,0,0,13.038983942375959
188500.0,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,2014,7,1240,0.0,29,0,0,12.146858590895919
680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,2015,3,3140,0.0,24,0,0,13.429849547739444
470000.0,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,2014,8,2030,0.0,72,0,0,13.060490101343552
597750.0,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,2014,7,2310,0.0,30,0,0,13.300929558259364
570000.0,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,2015,3,1260,0.4444444444444444,110,0,0,13.25339339419516
272500.0,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,2014,9,1540,0.24675324675324675,34,0,0,12.515397562803473
329950.0,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,2014,11,2080,0.4807692307692308,43,0,0,12.706699437569211
480000.0,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,2014,10,3230,0.21981424148606812,13,0,0,13.081543466215237
740500.0,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,2014,11,4380,0.365296803652968,114,1,15,13.51508226312797
518500.0,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,2014,6,1590,0.0,4,0,0,13.158697235290168
205425.0,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,2014,6,880,0.0,69,0,0,12.232841150744216
171800.0,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,2015,1,1570,0.0,65,0,0,12.054092109237121
535000.0,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,2015,5,1610,0.0,90,0,0,13.190023895035274
660000.0,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,2015,1,2400,0.35,51,0,0,13.399996629152975
391500.0,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,2014,11,1450,0.0,27,0,0,12.87774334868815
395000.0,2,1.0,770,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,2015,4,770,0.0,62,0,0,12.886643575525625
445000.0,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,2014,11,2100,0.18095238095238095,90,0,0,13.005831808336863
770000.0,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,2014,6,2910,0.0,24,0,0,13.554147092530322
1450000.0,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,2015,3,2750,0.28,101,1,23,14.187074804051692
445000.0,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,2014,7,2100,0.22857142857142856,47,0,0,13.005831808336863
260000.0,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,2014,7,2160,0.37037037037037035,36,0,0,12.468440756144114
822500.0,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,2014,6,2320,0.25862068965517243,88,0,0,13.620104977426395
430000.0,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,2015,4,2070,0.0,11,0,0,12.971542813248437
212000.0,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,2015,1,1060,0.0,29,0,0,12.264346270624157
660500.0,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,2015,4,2010,0.2835820895522388,29,0,0,13.400753916947913
784000.0,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,2014,6,3950,0.37721518987341773,25,0,0,13.572165574841936
453246.0,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,2014,5,2010,0.30845771144278605,0,0,0,13.024192509731431
675000.0,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,2015,1,2140,0.0,10,0,0,13.42246945133505
199000.0,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,2014,8,1320,0.0,58,0,0,12.201065128819632
220000.0,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,2014,8,2020,0.5,46,0,0,12.301387370778713
452000.0,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,2014,5,2590,0.4826254826254826,46,0,0,13.021439671201302
382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,2014,7,1190,0.0,33,0,0,12.854486546624395
519950.0,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,2014,5,1170,0.0,0,0,0,13.161489855348382
665000.0,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,2014,6,1110,0.0,89,0,0,13.407543823396258
527700.0,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,2014,7,2820,0.450354609929078,46,0,0,13.17628511440807
205000.0,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,2015,5,1610,0.37267080745341613,53,0,0,12.230770136157428
420000.0,3,1.0,1060,8097,1.0,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,2015,4,1060,0.11320754716981132,92,0,0,12.948012371209098
500000.0,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,2015,2,2030,0.32019704433497537,54,0,0,13.122365377402328
921500.0,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,2014,12,3670,0.0,20,0,0,13.733759141278622
890000.0,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,2014,6,2550,0.07058823529411765,109,0,0,13.698977865303197
430000.0,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,2014,8,2420,0.0,7,0,0,12.971542813248437
258000.0,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,2014,10,2260,0.5,54,0,0,12.460718739865236
511000.0,3,1.0,1430,3455,1.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,2014,11,1430,0.3146853146853147,67,0,0,13.144126826131089
532170.0,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,2014,8,1360,0.0,24,0,0,13.184720145248114
560000.0,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,2015,4,1110,0.0,68,0,0,13.235693848424024
282950.0,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,2015,3,1250,0.0,61,0,0,12.553029016757746
2250000.0,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,2015,4,5180,0.3166023166023166,9,0,0,14.626441218624949
350000.0,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,2014,5,700,0.0,72,0,0,12.765691290604371
215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,2014,7,1180,0.0,47,0,0,12.278397958261774
650000.0,5,3.5,3960,25245,2.0,0,0,3,9,2500,1460,1996,0,98056,47.525,-122.172,2640,13675,2014,11,3960,0.3686868686868687,18,0,0,13.384729180332174
320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,2014,8,2640,0.38636363636363635,47,0,0,12.676079399771027
247000.0,3,2.0,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,98022,47.2086,-121.996,1160,7198,2014,11,1270,0.0,98,1,1,12.417147664184915
